,OFFENSE_CODE_GROUP,DISTRICT,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long
221557,Larceny,D14,2017,7,3,10,42.35085371,-71.13125747
221558,Larceny,A7,2017,7,3,12,42.37803936,-71.0304617
221566,Larceny,B2,2017,2,1,14,42.31685976,-71.06527513
221569,Larceny,B2,2017,2,2,14,42.31685976,-71.06527513
221578,Larceny,A1,2017,7,3,11,42.35521625,-71.06012863
221589,Larceny,C11,2017,7,3,11,42.29919694,-71.06046974
221707,Larceny,B2,2017,7,2,22,42.31670986,-71.09372606
221719,Larceny,D4,2017,7,2,18,42.34750972,-71.09011373
221727,Larceny,A1,2017,7,2,0,42.36045096,-71.05644018
221733,Larceny,A1,2017,7,2,21,42.3606447,-71.07086192
221752,Larceny,B2,2017,7,2,19,42.32893451,-71.0791325
221755,Larceny,D4,2017,7,2,12,42.35157076,-71.07186599
221821,Larceny,B2,2017,7,2,15,42.33044113,-71.08373481
221833,Larceny,C6,2017,7,1,13,42.34481035,-71.04000836
221835,Larceny,E13,2017,7,2,10,42.27531312,-71.11587798
221842,Larceny,B2,2017,7,2,14,42.31598547,-71.07986094
221867,Larceny,C6,2017,7,2,13,42.32553801,-71.06579592
221870,Larceny,B2,2017,7,6,23,42.33380683,-71.10377843
221886,Larceny,D4,2017,7,2,12,42.33401829,-71.07638124
221890,Larceny,B2,2017,7,1,13,42.314466499999995,-71.09661461
221902,Larceny,B2,2017,7,2,10,42.30938437,-71.08262277
221908,Larceny,A1,2017,7,2,10,42.36571448,-71.06061587
221939,Larceny,D4,2017,7,2,9,42.3503787,-71.07626098
221940,Larceny,A1,2017,7,2,9,42.35512339,-71.0608798
221942,Larceny,A1,2017,7,1,8,42.33401829,-71.07638124
221945,Larceny,C6,2017,7,2,8,42.32239429,-71.05176352
222002,Larceny,A1,2017,7,1,19,42.36122324,-71.06593235
222037,Larceny,B3,2017,7,1,20,42.26817397,-71.09387677
222057,Larceny,A1,2017,7,1,18,42.3575766,-71.06308974
222071,Larceny,D4,2017,7,1,19,42.34862382,-71.08277637
222087,Larceny,C11,2017,7,1,17,42.28458088,-71.03973966
222108,Larceny,B2,2017,7,1,18,42.32809966,-71.06321676
222111,Larceny,C11,2017,7,1,18,42.28458088,-71.03973966
222120,Larceny,B2,2017,7,1,18,42.33130578,-71.07194742
222150,Larceny,A1,2017,7,7,18,42.35138139,-71.06704384
222160,Larceny,E5,2017,7,1,8,42.27581799,-71.13991259
222164,Larceny,D4,2017,7,1,16,42.34353469,-71.09980109
222173,Larceny,B2,2017,7,4,0,42.32192504,-71.09229383
222185,Larceny,A15,2017,7,1,15,42.37797335,-71.06168686
222190,Larceny,E13,2017,7,1,14,42.32291406,-71.10328402
222223,Larceny,A1,2017,7,1,13,42.36303798,-71.05524751
222240,Larceny,C6,2017,7,1,11,42.32553801,-71.06579592
222241,Larceny,D4,2017,7,7,23,42.3494205,-71.083158
222259,Larceny,B3,2017,7,1,10,42.27179929,-71.07287043
222275,Larceny,E18,2017,7,1,9,42.26496475,-71.12123167
222290,Larceny,E13,2017,6,3,8,42.32597067,-71.10134303
222299,Larceny,D4,2017,7,1,8,42.33401829,-71.07638124
222303,Larceny,D14,2017,7,1,8,42.34545003,-71.14982459
222304,Larceny,A1,2017,7,7,0,42.35942556,-71.05288819
222316,Larceny,A1,2017,7,7,22,42.35997967,-71.05474135
222319,Larceny,D14,2017,7,1,3,42.35441899,-71.15018788
222325,Larceny,A1,2017,7,1,2,42.35202275,-71.05932
222357,Larceny,C11,2017,7,7,22,42.356584999999995,-71.06189505
222363,Larceny,D4,2017,7,5,18,42.34596339,-71.07166712
222371,Larceny,D4,2017,7,7,20,42.34108936,-71.07020569
222384,Larceny,E13,2017,7,7,20,42.31127465,-71.11448366
222402,Larceny,A1,2017,7,7,0,42.35978577,-71.07010238
222422,Larceny,A1,2017,7,7,18,42.35624888,-71.06227065
222425,Larceny,C11,2017,7,7,17,42.31190475,-71.05910531
222447,Larceny,E5,2017,7,7,16,42.28680658,-71.16229157
222453,Larceny,A7,2017,7,7,14,42.37957532,-71.04011349
222455,Larceny,E13,2017,7,7,15,42.27531312,-71.11587798
222464,Larceny,A1,2017,7,7,15,42.36139413,-71.05768690000001
222474,Larceny,C6,2017,7,7,13,42.347972399999996,-71.07849582
222477,Larceny,A15,2017,7,7,9,42.38273081,-71.07113389
222481,Larceny,D14,2017,7,7,12,42.34279307,-71.14627684
222500,Larceny,D4,2017,7,7,11,42.34932471,-71.08014801
222509,Larceny,D4,2017,7,6,14,42.34410718,-71.1018026
222522,Larceny,D4,2017,7,6,14,42.34410718,-71.1018026
222525,Larceny,B3,2017,7,7,8,42.30238881,-71.08539388
222528,Larceny,D4,2017,7,7,8,42.33401829,-71.07638124
222529,Larceny,C11,2017,7,6,8,42.29455164,-71.06718937
222565,Larceny,D4,2017,7,7,2,42.34749899,-71.07925506
222616,Larceny,D4,2017,7,6,21,42.34840576,-71.08688339
222633,Larceny,C6,2017,7,6,9,42.33773362,-71.03548407
222662,Larceny,D4,2017,7,6,17,42.34862382,-71.08277637
222665,Larceny,E5,2017,7,6,15,42.26266435,-71.15558215
222668,Larceny,D4,2017,7,5,17,42.34489594,-71.09659186
222677,Larceny,D4,2017,7,6,15,42.34862382,-71.08277637
222687,Larceny,C6,2017,7,6,16,42.34185551,-71.05705905
222698,Larceny,D4,2017,7,6,15,42.34901954,-71.08130134
222704,Larceny,D4,2017,7,6,13,42.34980175,-71.07840978
222709,Larceny,B2,2017,7,6,13,42.32980758,-71.09259161
222710,Larceny,E13,2017,7,6,13,42.31369473,-71.12912850000001
222718,Larceny,D4,2017,7,6,9,42.34489594,-71.09659186
222726,Larceny,D4,2017,7,6,12,42.34877575,-71.09606805
222734,Larceny,D4,2017,7,6,12,42.33401829,-71.07638124
222741,Larceny,B2,2017,7,6,12,42.33355871,-71.10299967
222758,Larceny,D4,2017,7,7,22,42.34379912,-71.07633048
222766,Larceny,E13,2017,7,6,10,42.30687776,-71.11707084
222772,Larceny,A1,2017,7,5,23,42.35043297,-71.05873158
222781,Larceny,C11,2017,7,6,7,42.28492596,-71.07135254
222792,Larceny,E18,2017,7,6,8,42.28446743,-71.11183089
222867,Larceny,C6,2017,7,5,22,42.35265112,-71.04757739
222869,Larceny,D4,2017,7,5,20,42.34439568,-71.08632016
222884,Larceny,C11,2017,7,5,21,42.28581121,-71.07115483
222895,Larceny,B2,2017,7,4,8,42.33528179,-71.08795762
222913,Larceny,E13,2017,7,5,10,42.32274883,-71.10937558
222948,Larceny,A1,2017,7,5,17,42.35602373,-71.06177615
222954,Larceny,D4,2017,7,5,17,42.34813158,-71.08027002
222970,Larceny,A1,2017,7,5,12,42.35142278,-71.06084508
222980,Larceny,B2,2017,7,3,10,42.32840244,-71.09234696
222985,Larceny,A1,2017,7,5,0,42.35648631,-71.05928145
222992,Larceny,B2,2017,6,2,14,42.33219864,-71.10518004
222997,Larceny,B3,2016,9,3,5,42.29714531,-71.07409528
222998,Larceny,E5,2017,7,5,14,42.32696647,-71.06198607
222999,Larceny,B2,2017,7,3,0,42.33226197,-71.08282651
223003,Larceny,A15,2017,7,4,9,42.37733321,-71.0611376
223006,Larceny,D4,2017,7,5,14,42.34334672,-71.06643142
223024,Larceny,D4,2017,7,3,13,42.34412628,-71.09942777
223026,Larceny,D4,2017,7,3,13,42.34412628,-71.09942777
223029,Larceny,E13,2017,7,3,21,42.32018766,-71.11394827
223032,Larceny,A15,2017,6,5,21,42.37558378,-71.05182911
223041,Larceny,C6,2017,7,6,10,42.33049422,-71.04342091
223044,Larceny,E13,2017,7,5,12,42.31771534,-71.09823049
223050,Larceny,C11,2017,7,6,10,42.30839354,-71.06473124
223089,Larceny,C6,2017,7,4,5,42.33465899,-71.05505448
223147,Larceny,D4,2017,7,4,22,42.34353469,-71.09980109
223153,Larceny,B2,2017,7,4,18,42.3116312,-71.06974316
223174,Larceny,D4,2017,7,4,20,42.35176179,-71.07452168
223183,Larceny,D14,2017,7,4,20,42.33878962,-71.1497772
223201,Larceny,D14,2017,2,1,19,42.33667474,-71.15166308
223213,Larceny,D4,2017,7,4,13,42.34489594,-71.09659186
223237,Larceny,C11,2017,7,3,19,42.29668913,-71.05555843
223243,Larceny,C6,2017,7,4,14,42.347972399999996,-71.07849582
223247,Larceny,D4,2017,7,4,3,42.34353469,-71.09980109
223257,Larceny,D14,2017,7,4,15,42.34890289,-71.15890934
223277,Larceny,B3,2017,7,4,12,42.268024,-71.09301057
223278,Larceny,D4,2017,7,4,14,42.34862382,-71.08277637
223289,Larceny,B3,2017,7,4,14,42.29938391,-71.0798714
223298,Larceny,E5,2017,7,4,13,42.32696647,-71.06198607
223301,Larceny,A1,2017,7,4,13,42.35591935,-71.06000539
223303,Larceny,D14,2017,7,3,12,42.34950022,-71.13585122
223306,Larceny,E18,2017,7,4,13,42.25719149,-71.12001776
223312,Larceny,B3,2017,7,7,12,42.27891807,-71.0931412
223314,Larceny,D14,2017,7,4,13,42.35595391,-71.13852468
223315,Larceny,D4,2017,6,4,15,42.34194788,-71.08362479
223316,Larceny,D4,2017,7,4,13,42.35061995,-71.07009458
223317,Larceny,D4,2017,7,4,13,42.35061995,-71.07009458
223347,Larceny,E18,2017,7,3,23,42.27868789,-71.1173443
223352,Larceny,B2,2017,7,4,12,42.33799689,-71.1056602
223427,Larceny,A1,2017,7,4,1,42.35812101,-71.06085258
223453,Larceny,D14,2017,7,3,22,42.3518124,-71.12465238
223455,Larceny,C11,2017,7,3,20,42.28458088,-71.03973966
223456,Larceny,C11,2017,7,3,20,42.28458088,-71.03973966
223465,Larceny,D4,2017,7,7,20,42.34339173,-71.06538128
223469,Larceny,A1,2017,6,4,22,42.36445569,-71.06845778
223471,Larceny,A1,2017,7,3,21,42.3603996,-71.05482846
223472,Larceny,D4,2017,7,3,21,42.34322816,-71.06343087
223473,Larceny,A15,2017,7,3,16,42.35521625,-71.06012863
223474,Larceny,C11,2017,7,3,18,42.28458088,-71.03973966
223483,Larceny,B2,2017,7,3,21,42.31359796,-71.09039946
223506,Larceny,E18,2017,7,3,19,42.25446645,-71.12113559999999
223520,Larceny,A1,2017,7,6,21,42.36520283,-71.05546906
223542,Larceny,D4,2017,6,6,9,42.33401829,-71.07638124
223566,Larceny,A7,2017,7,3,18,42.37010622,-71.03261984
223585,Larceny,A1,2017,7,3,15,42.35512339,-71.0608798
223596,Larceny,C6,2017,7,3,16,42.32696647,-71.06198607
223611,Larceny,D4,2017,5,2,8,42.34556708,-71.07147876
223619,Larceny,D4,2017,7,3,15,42.34439568,-71.08632016
223634,Larceny,A1,2017,7,3,14,42.35512339,-71.0608798
223640,Larceny,E13,2017,7,3,14,42.31929343,-71.11178236
223661,Larceny,B2,2017,6,4,20,42.3158774,-71.08510889
223663,Larceny,A1,2017,7,1,15,42.36611988,-71.05845188
223665,Larceny,E18,2017,7,3,10,42.26503333,-71.11217370000001
223674,Larceny,D4,2017,7,3,11,42.34221544,-71.08577075
223678,Larceny,D4,2017,7,3,12,42.34999733,-71.08103440000001
223690,Larceny,A1,2017,7,2,6,42.36045096,-71.05644018
223702,Larceny,A1,2017,6,4,9,42.35788876,-71.06010047
223715,Larceny,C6,2017,7,2,20,42.33240992,-71.04698102
223730,Larceny,A1,2017,7,2,10,42.35825452,-71.07260314
223744,Larceny,D14,2017,7,6,0,42.35211146,-71.13531147
223749,Larceny,A1,2017,7,2,15,42.35241815,-71.06525499
223751,Larceny,D14,2017,7,3,9,42.35923564,-71.12854039
223760,Larceny,C6,2017,7,3,0,42.32150239,-71.05967199999999
223764,Larceny,D4,2017,7,1,0,42.34285014,-71.06516235
223810,Larceny,E18,2017,7,2,23,42.26495597,-71.10108806
223824,Larceny,D4,2017,7,2,20,42.34868917,-71.07257992
223826,Larceny,A15,2017,7,2,22,42.37749764,-71.05031219
223848,Larceny,C11,2017,7,2,18,42.30480488,-71.06421426
223857,Larceny,D14,2017,7,2,21,42.35367861,-71.13819856
223860,Larceny,A1,2017,7,2,17,42.34851734,-71.06934133
223873,Larceny,A1,2017,7,2,6,42.35143483,-71.06969334
223877,Larceny,A1,2017,7,2,20,42.35512339,-71.0608798
223879,Larceny,D4,2017,7,2,19,42.33816387,-71.07461217
223888,Larceny,B2,2017,7,2,19,42.31709355,-71.07802977
223922,Larceny,A15,2017,7,2,16,42.37623941,-71.06268618
223925,Larceny,D4,2017,7,2,15,42.34999733,-71.08103440000001
223942,Larceny,E5,2017,7,2,9,42.28390244,-71.13086263
223967,Larceny,D4,2017,7,2,10,42.33401829,-71.07638124
223979,Larceny,C6,2017,7,7,20,42.33731438,-71.04852327
223984,Larceny,D4,2017,7,1,21,42.33983658,-71.07427557
223988,Larceny,D4,2017,7,1,16,42.35095909,-71.0741278
223993,Larceny,D4,2017,6,3,0,42.34108936,-71.07020569
223995,Larceny,D4,2017,7,2,7,42.3457782,-71.08429595
224003,Larceny,D4,2017,7,2,7,42.33401829,-71.07638124
224094,Larceny,D4,2017,7,1,19,42.34862382,-71.08277637
224097,Larceny,D4,2017,7,1,18,42.34044966,-71.08845935
224101,Larceny,C6,2017,7,1,18,42.347972399999996,-71.07849582
224107,Larceny,B2,2017,7,1,19,42.33380683,-71.10377843
224110,Larceny,C6,2017,7,1,18,42.35311458,-71.04842121
224127,Larceny,D4,2017,7,1,15,42.34862382,-71.08277637
224144,Larceny,D4,2017,7,1,17,42.3503787,-71.07626098
224148,Larceny,B3,2017,7,7,21,42.3045083,-71.08075871
224156,Larceny,E18,2017,7,1,16,42.26194848,-71.10971613
224168,Larceny,D4,2017,7,1,16,42.34862382,-71.08277637
224187,Larceny,D14,2017,7,1,15,42.35215901,-71.16451939
224200,Larceny,C6,2017,7,1,12,42.32856401,-71.06835343
224202,Larceny,B3,2017,7,1,13,42.26726416,-71.09461109
224211,Larceny,D4,2017,7,1,14,42.34862382,-71.08277637
224219,Larceny,E13,2017,7,1,13,42.31127465,-71.11448366
224225,Larceny,E18,2017,7,1,13,42.28446743,-71.11183089
224230,Larceny,D4,2017,7,1,13,42.34854604,-71.09799504
224237,Larceny,D4,2017,7,1,13,42.33622726,-71.07353143
224245,Larceny,D4,2017,6,4,16,42.33401829,-71.07638124
224251,Larceny,B2,2017,7,1,12,42.33066305,-71.08317741
224256,Larceny,D4,2017,7,1,11,42.33763461,-71.07013024
224264,Larceny,A1,2017,7,1,11,42.35450139,-71.05916774
224266,Larceny,A1,2017,7,1,11,42.35272948,-71.06256291
224278,Larceny,C6,2017,6,3,21,42.33363541,-71.0414925
224281,Larceny,D4,2017,7,1,10,42.35176179,-71.07452168
224292,Larceny,D14,2017,1,7,12,42.33819349,-71.15278774
224293,Larceny,C6,2017,7,1,8,42.32553801,-71.06579592
224390,Larceny,C6,2017,7,7,18,42.34234193,-71.05633276
224395,Larceny,A15,2017,7,7,21,42.35521625,-71.06012863
224399,Larceny,A1,2017,7,7,20,42.35512339,-71.0608798
224404,Larceny,B3,2017,7,7,18,42.29406247,-71.09004553
224439,Larceny,D4,2017,7,7,17,42.34301434,-71.07383764
224445,Larceny,D4,2017,7,7,17,42.3434656,-71.07256747
224452,Larceny,D4,2017,7,7,17,42.34862382,-71.08277637
224459,Larceny,E5,2017,7,7,15,42.28484835,-71.15663579
224460,Larceny,A1,2017,7,6,18,42.35512339,-71.0608798
224508,Larceny,D4,2017,7,7,12,42.34862382,-71.08277637
224539,Larceny,A7,2017,7,6,22,42.37594469,-71.03911786
224550,Larceny,E13,2017,7,7,9,42.31193403,-71.11429090000001
224565,Larceny,D14,2017,7,7,5,42.35367861,-71.13819856
224600,Larceny,D14,2017,7,7,1,42.35501072,-71.12887911
224620,Larceny,A15,2017,7,6,23,42.35521625,-71.06012863
224640,Larceny,E18,2017,7,6,20,42.26299197,-71.11921366
224644,Larceny,A1,2017,7,6,21,42.35648631,-71.05928145
224659,Larceny,A1,2017,7,6,20,42.35178454,-71.05590762
224661,Larceny,B2,2017,7,6,20,42.32606149,-71.07631954
224675,Larceny,C6,2017,7,6,17,42.347972399999996,-71.07849582
224679,Larceny,A7,2017,7,6,18,42.37499333,-71.03982596
224688,Larceny,A7,2017,7,6,17,42.38693634,-71.006072
224697,Larceny,E18,2017,6,5,17,42.28314714,-71.11374152
224699,Larceny,B2,2017,7,6,17,42.338570000000004,-71.10670681
224700,Larceny,C6,2017,7,6,15,42.347972399999996,-71.07849582
224701,Larceny,B2,2017,7,6,14,42.33380683,-71.10377843
224702,Larceny,B2,2017,7,6,14,42.33380683,-71.10377843
224706,Larceny,A1,2017,7,6,17,42.356668,-71.051517
224707,Larceny,A1,2017,7,6,16,42.34942864,-71.06536641
224738,Larceny,A1,2017,6,2,8,42.3616006,-71.05296127
224769,Larceny,D4,2017,7,6,11,42.35237073,-71.07227173
224770,Larceny,D4,2017,7,6,11,42.35237073,-71.07227173
224787,Larceny,B2,2017,7,6,10,42.32809966,-71.06321676
224799,Larceny,A1,2017,6,4,16,42.36045096,-71.05644018
224801,Larceny,A1,2017,6,6,11,42.36045096,-71.05644018
224836,Larceny,E5,2017,6,2,21,42.28143262,-71.15801301
224841,Larceny,D4,2017,7,6,7,42.33401829,-71.07638124
224853,Larceny,B2,2017,7,6,6,42.3158774,-71.08510889
224854,Larceny,C6,2017,7,6,5,42.33059431,-71.05483844
224895,Larceny,A1,2017,6,5,23,42.35674089,-71.05794654
224913,Larceny,B2,2017,6,5,22,42.33363925,-71.10589317
224924,Larceny,C6,2017,6,5,19,42.35447654,-71.04539606
224936,Larceny,A1,2017,6,5,21,42.36639313,-71.05601459
224948,Larceny,C11,2017,6,5,19,42.31322413,-71.05715277
224949,Larceny,C11,2017,6,5,19,42.28410589,-71.04608937
224955,Larceny,D4,2017,6,7,12,42.34376458,-71.08866865
224958,Larceny,E18,2017,6,4,11,42.26209214,-71.11670964
224962,Larceny,D14,2017,6,5,18,42.35595391,-71.13852468
224971,Larceny,D14,2017,6,4,6,42.33970952,-71.15175699
224974,Larceny,D4,2017,6,5,18,42.34749899,-71.07925506
225015,Larceny,D14,2017,6,3,11,42.3499624,-71.14762531
225018,Larceny,A1,2017,6,2,1,42.35822966,-71.05362239
225021,Larceny,D4,2017,6,5,11,42.341861,-71.080085
225031,Larceny,E13,2017,6,5,14,42.32238519,-71.10484583
225037,Larceny,B2,2017,6,5,14,42.31275031,-71.09388736
225040,Larceny,D14,2017,6,4,8,42.3437315,-71.13875811
225041,Larceny,D4,2017,6,3,19,42.34507445,-71.07244637
225047,Larceny,A1,2017,3,3,12,42.35680075,-71.05893025
225049,Larceny,B2,2017,6,3,18,42.33562126,-71.07582361
225087,Larceny,E18,2017,6,5,10,42.24071718,-71.13935624
225117,Larceny,E5,2017,6,1,9,42.32696647,-71.06198607
225120,Larceny,E13,2017,6,5,8,42.32639844,-71.11152626
225128,Larceny,A1,2017,6,4,13,42.37620267,-71.03979926
225207,Larceny,D14,2017,6,4,22,42.34888872,-71.1335453
225208,Larceny,B2,2017,6,4,21,42.3218854,-71.07906279
225218,Larceny,A1,2017,6,4,20,42.35246671,-71.06167002
225227,Larceny,A1,2017,6,6,23,42.34942864,-71.06536641
225231,Larceny,A1,2017,6,4,20,42.35389258,-71.06214998
225259,Larceny,B3,2017,6,4,18,42.27130225,-71.07442362
225264,Larceny,B2,2017,6,4,17,42.32297261,-71.07317313
225277,Larceny,B2,2017,6,4,12,42.32015319,-71.06220377
225283,Larceny,E13,2017,6,5,18,42.31915678,-71.10067583
225287,Larceny,C6,2017,6,4,16,42.33793018,-71.04947397
225309,Larceny,D14,2017,6,4,11,42.34023408,-71.14800614
225314,Larceny,A7,2017,6,4,15,42.36912985,-71.03659529
225329,Larceny,A1,2017,6,4,14,42.33014012,-71.05695787
225359,Larceny,C11,2017,6,1,10,42.28378485,-71.06720626
225363,Larceny,B2,2017,6,4,13,42.33192532,-71.08411222
225364,Larceny,D4,2017,6,4,13,42.34988318,-71.08901674
225366,Larceny,B2,2017,6,4,12,42.31342215,-71.09348975
225374,Larceny,C6,2016,9,1,0,42.32790482,-71.05305583
225385,Larceny,B3,2017,6,4,12,42.2836283,-71.09349553
225395,Larceny,A1,2017,6,4,11,42.36386192,-71.05495132
225414,Larceny,D4,2017,6,4,10,42.34749899,-71.07925506
225421,Larceny,C6,2017,6,4,6,42.33557815,-71.03867318
225422,Larceny,C6,2017,6,4,6,42.33557815,-71.03867318
225427,Larceny,D4,2017,6,3,12,42.34386461,-71.06566457
225431,Larceny,B2,2017,6,4,5,42.32324828,-71.07344038
225435,Larceny,A1,2017,6,7,0,42.3613248,-71.05243553
225450,Larceny,E5,2017,6,7,12,42.27467607,-71.15050258
225452,Larceny,A1,2017,6,4,7,42.34852699,-71.06486875
225458,Larceny,D4,2017,6,4,7,42.34657497,-71.0743865
225459,Larceny,C11,2017,6,4,0,42.31619849,-71.06264212
225462,Larceny,A15,2017,6,4,6,42.37692469,-71.05648817
225509,Larceny,A1,2017,6,6,16,42.35158276,-71.06894222
225554,Larceny,D4,2017,6,3,20,42.3462508,-71.09953856
225556,Larceny,D14,2017,6,6,16,42.34795358,-71.13630736
225560,Larceny,A15,2017,6,3,19,42.37671994,-71.06266605
225563,Larceny,A15,2017,6,3,21,42.37755188,-71.06524558
225584,Larceny,D4,2017,6,3,19,42.35059717,-71.07881031
225603,Larceny,A15,2017,6,3,14,42.37679994,-71.05700887
225604,Larceny,A1,2017,6,2,19,42.35311007,-71.06432264
225607,Larceny,C6,2017,6,3,17,42.347972399999996,-71.07849582
225608,Larceny,A15,2017,6,5,18,42.37921864,-71.06891666
225620,Larceny,D4,2017,6,3,13,42.34862382,-71.08277637
225625,Larceny,D4,2017,6,4,8,42.35451931,-71.07588082
225644,Larceny,C6,2017,6,3,15,42.347972399999996,-71.07849582
225660,Larceny,B2,2017,6,3,16,42.31735472,-71.06582970000001
225674,Larceny,D4,2017,6,3,15,42.34840576,-71.08688339
225682,Larceny,D4,2017,6,3,12,42.34852918,-71.07805107
225684,Larceny,B2,2017,6,1,12,42.32326641,-71.09841607
225695,Larceny,D14,2017,6,3,13,42.35339757,-71.1362192
225700,Larceny,C6,2017,6,3,14,42.32696647,-71.06198607
225701,Larceny,E5,2017,6,3,14,42.28864771,-71.13470549
225704,Larceny,E13,2017,6,3,14,42.322660299999995,-71.10550489
225714,Larceny,D4,2017,6,3,14,42.33789065,-71.06919427
225729,Larceny,A1,2017,6,3,12,42.35241815,-71.06525499
225738,Larceny,C11,2017,6,3,10,42.30254239,-71.05956690000001
225772,Larceny,A1,2017,6,2,10,42.34990221,-71.06981556
225781,Larceny,D14,2017,6,3,10,42.35085449,-71.13408859
225787,Larceny,A1,2017,6,3,8,42.35272948,-71.06256291
225833,Larceny,A1,2017,6,2,23,42.35902548,-71.05567996
225850,Larceny,D4,2017,6,2,21,42.33455374,-71.07560801
225862,Larceny,B2,2017,6,3,21,42.31694244,-71.06991213
225874,Larceny,D4,2017,6,2,19,42.34840576,-71.08688339
225912,Larceny,A1,2017,6,2,18,42.36489527,-71.06050249
225928,Larceny,B2,2017,6,2,15,42.30896999,-71.08284839
225946,Larceny,D4,2017,6,2,17,42.35176179,-71.07452168
225958,Larceny,D4,2017,6,2,13,42.35059717,-71.07881031
225969,Larceny,E5,2017,6,2,15,42.32696647,-71.06198607
225975,Larceny,D4,2017,6,2,14,42.34862382,-71.08277637
225976,Larceny,D14,2017,6,2,15,42.35216435,-71.12378708
225979,Larceny,D4,2017,6,2,14,42.35029374,-71.07744671
225983,Larceny,C6,2017,6,2,14,42.33836691,-71.05015046
225998,Larceny,B2,2017,6,2,14,42.31735472,-71.06582970000001
226006,Larceny,D4,2017,6,2,14,42.34862382,-71.08277637
226010,Larceny,D14,2017,6,2,14,42.34134946,-71.15122795
226040,Larceny,A1,2017,6,2,11,42.35942556,-71.05288819
226045,Larceny,A1,2017,6,1,12,42.35407456,-71.05533533
226062,Larceny,C11,2017,6,5,15,42.30553023,-71.07102636
226069,Larceny,E5,2017,6,3,9,42.287893700000005,-71.12457277
226076,Larceny,C11,2017,6,1,10,42.30618185,-71.06187015
226078,Larceny,B3,2017,6,2,10,42.32866284,-71.08563401
226083,Larceny,D14,2017,6,1,23,42.35340344,-71.12534758
226091,Larceny,B2,2016,12,6,0,42.32491307,-71.07677170000001
226095,Larceny,D4,2017,6,5,9,42.33677663,-71.07464452
226107,Larceny,B3,2017,6,2,8,42.29278843,-71.08851888
226110,Larceny,D4,2017,6,2,8,42.34493428,-71.06366374
226117,Larceny,D4,2017,6,1,21,42.34442266,-71.09833083
226125,Larceny,E18,2017,6,2,5,42.23496335,-71.12962264
226126,Larceny,A1,2017,6,2,3,42.35942556,-71.05288819
226148,Larceny,C6,2017,6,2,0,42.32866284,-71.08563401
226156,Larceny,A7,2017,5,5,8,42.36950697,-71.03747222
226193,Larceny,D4,2017,6,3,8,42.34925805,-71.09526425
226195,Larceny,C6,2017,6,1,21,42.34234193,-71.05633276
226220,Larceny,D4,2017,6,7,23,42.34944963,-71.08796269999999
226224,Larceny,C11,2017,6,1,18,42.31322413,-71.05715277
226238,Larceny,C11,2017,6,1,18,42.29768954,-71.06090954
226240,Larceny,C11,2016,10,1,0,42.3021009,-71.07172101
226245,Larceny,D14,2017,6,1,18,42.36284173,-71.13792234
226257,Larceny,D14,2017,6,1,17,42.3360657,-71.1506272
226265,Larceny,C6,2017,6,1,17,42.32696647,-71.06198607
226288,Larceny,B2,2017,6,1,17,42.320838200000004,-71.09018598
226292,Larceny,D4,2017,6,1,14,42.34439568,-71.08632016
226294,Larceny,D4,2017,6,1,14,42.34439568,-71.08632016
226302,Larceny,D4,2017,6,7,17,42.33763461,-71.07013024
226318,Larceny,A1,2017,6,6,19,42.35988372,-71.06016189
226325,Larceny,A1,2017,6,1,13,42.35241815,-71.06525499
226334,Larceny,D4,2017,6,7,15,42.34583312,-71.09845531
226347,Larceny,D4,2017,6,5,14,42.34583312,-71.09845531
226351,Larceny,D4,2017,6,1,11,42.33401829,-71.07638124
226358,Larceny,E13,2017,6,1,13,42.32483301,-71.10164757
226378,Larceny,A1,2017,6,1,11,42.35512339,-71.0608798
226383,Larceny,E5,2017,6,1,10,42.25794926,-71.16122879999999
226402,Larceny,E13,2017,6,1,9,42.31771534,-71.09823049
226404,Larceny,C6,2017,6,3,23,42.33210843,-71.07014395
226421,Larceny,D4,2017,6,5,4,42.34255919,-71.06270824
226427,Larceny,D4,2017,6,1,8,42.33401829,-71.07638124
226435,Larceny,A15,2017,6,5,17,42.3751514,-71.0639642
226467,Larceny,B2,2017,6,1,4,42.30938437,-71.08262277
226486,Larceny,D4,2017,6,1,1,42.34489594,-71.09659186
226528,Larceny,B2,2017,6,7,21,42.33380683,-71.10377843
226540,Larceny,B2,2017,6,7,20,42.33380683,-71.10377843
226551,Larceny,E13,2017,6,7,19,42.32270922,-71.09932317
226561,Larceny,E18,2017,6,7,20,42.24383959,-71.12160124
226565,Larceny,D4,2017,6,4,13,42.34828759,-71.07891773
226573,Larceny,A7,2017,6,7,18,42.37784577,-71.03303551
226578,Larceny,A1,2017,4,2,0,42.36394509,-71.05942841
226579,Larceny,C11,2017,6,7,16,42.287876700000005,-71.05839664
226582,Larceny,A1,2017,6,7,17,42.35272948,-71.06256291
226596,Larceny,A1,2017,6,7,16,42.35724324,-71.05849672
226598,Larceny,A1,2017,6,7,16,42.35272948,-71.06256291
226600,Larceny,A1,2017,6,7,1,42.34942864,-71.06536641
226603,Larceny,A1,2017,6,7,17,42.35160937,-71.05600201
226604,Larceny,D4,2017,6,7,9,42.34840576,-71.08688339
226607,Larceny,D14,2017,6,7,17,42.35558007,-71.14378251
226621,Larceny,D4,2017,6,7,16,42.34717363,-71.0964439
226622,Larceny,D4,2017,6,7,16,42.34717363,-71.0964439
