,OFFENSE_CODE_GROUP,DISTRICT,YEAR,MONTH,DAY_OF_WEEK,HOUR,Lat,Long
54,Larceny,C6,2019,9,7,3,42.34006986,-71.05279420000001
79,Larceny,D4,2019,9,6,23,42.34439568,-71.08632016
123,Larceny,E13,2019,9,6,20,42.31929343,-71.11178236
129,Larceny,C11,2019,9,6,19,42.29126463,-71.06811401
131,Larceny,C11,2019,9,6,19,42.29526287,-71.07207439
132,Larceny,D4,2019,9,6,19,42.347972399999996,-71.07849582
155,Larceny,D14,2019,9,6,16,42.34989652,-71.1314345
159,Larceny,C11,2019,9,6,17,42.29057504,-71.07165726
164,Larceny,C6,2019,9,6,17,42.33054986,-71.04060752
178,Larceny,B2,2019,9,6,15,42.33380683,-71.10377843
182,Larceny,D4,2019,9,6,15,42.34496729,-71.06382224
202,Larceny,E5,2019,9,6,14,42.28898462,-71.15224773
213,Larceny,D4,2019,9,6,12,42.34862382,-71.08277637
217,Larceny,D4,2019,9,6,13,42.34980175,-71.07840978
222,Larceny,D4,2019,9,6,11,42.34840576,-71.08688339
223,Larceny,D4,2019,9,6,11,42.34496729,-71.06382224
225,Larceny,C11,2019,9,6,12,42.28863812,-71.06631579
247,Larceny,B2,2019,9,5,22,42.3166175,-71.06407827
252,Larceny,A1,2019,9,6,10,42.34876087,-71.06408261
260,Larceny,A15,2019,9,6,10,42.37439512,-71.05803759999999
262,Larceny,C6,2019,9,6,0,42.32553801,-71.06579592
265,Larceny,E18,2019,9,6,9,42.2518944,-71.1253531
267,Larceny,E13,2019,9,5,19,42.3031399,-71.11735145
279,Larceny,A1,2019,9,6,6,42.35892279,-71.05835354
299,Larceny,A1,2019,9,6,3,42.36643546,-71.06135413
364,Larceny,E5,2019,9,1,14,42.25867638,-71.15116479
368,Larceny,E13,2019,9,5,15,42.30986184,-71.11888379
377,Larceny,D4,2019,9,5,20,42.34862382,-71.08277637
389,Larceny,D14,2019,9,5,15,42.35361371,-71.12967302
392,Larceny,A1,2019,9,5,19,42.36020464,-71.05620816
422,Larceny,E13,2019,9,5,18,42.30327205,-71.11567453
428,Larceny,C6,2019,9,5,16,42.32008642,-71.04121517
462,Larceny,A1,2019,9,5,11,42.3593314,-71.06549247
472,Larceny,A15,2019,9,5,15,42.3751514,-71.0639642
473,Larceny,B2,2019,9,5,16,42.32617421,-71.08118336
482,Larceny,D4,2019,9,5,16,42.34862382,-71.08277637
485,Larceny,E13,2019,9,5,14,42.31191224,-71.11246235
514,Larceny,D4,2019,9,5,13,42.34568199,-71.08231884
522,Larceny,B3,2019,9,3,18,42.28948778,-71.07799371
523,Larceny,B2,2019,9,5,12,42.33153805,-71.08015661
528,Larceny,D14,2019,9,1,10,42.35199741,-71.16768308
534,Larceny,D4,2019,9,5,12,42.35095909,-71.0741278
568,Larceny,B3,2019,9,2,20,42.29634574,-71.08181681
574,Larceny,C6,2019,7,1,10,42.33930416,-71.05160423
576,Larceny,D4,2019,9,5,9,42.33677663,-71.07464452
605,Larceny,C6,2019,9,5,8,42.330335299999994,-71.05760678
637,Larceny,A1,2019,9,4,23,42.3642384,-71.06165515
641,Larceny,D4,2019,9,4,22,42.334831099999995,-71.07904134
657,Larceny,D4,2019,9,4,21,42.33285585,-71.07262418
676,Larceny,D4,2019,9,4,19,42.34295335,-71.08833139
680,Larceny,A1,2019,9,4,20,42.36002828,-71.06776812
700,Larceny,D4,2019,9,2,20,42.34813158,-71.08027002
713,Larceny,B2,2019,9,4,15,42.307821399999995,-71.08354076
723,Larceny,D4,2019,9,4,14,42.34862382,-71.08277637
761,Larceny,B2,2019,9,1,15,42.32987323,-71.09590774
778,Larceny,C11,2019,9,4,14,42.29919694,-71.06046974
792,Larceny,B2,2019,9,1,16,42.31332153,-71.07591511
793,Larceny,D4,2019,9,4,13,42.34840576,-71.08688339
819,Larceny,D4,2019,9,4,12,42.34439568,-71.08632016
822,Larceny,C6,2019,9,4,10,42.32692112,-71.05841861
832,Larceny,E13,2019,9,4,11,42.30132884,-71.10963274
833,Larceny,B2,2019,9,4,10,42.33094752,-71.08285104
846,Larceny,A1,2019,9,4,9,42.35272948,-71.06256291
851,Larceny,D4,2019,9,4,9,42.34442266,-71.09833083
876,Larceny,E13,2019,9,3,13,42.322660299999995,-71.10550489
891,Larceny,B2,2019,9,7,14,42.32952036,-71.08530641
895,Larceny,D4,2019,9,4,2,42.34828759,-71.07891773
900,Larceny,D4,2019,9,4,3,42.34334672,-71.06643142
914,Larceny,D4,2019,9,3,22,42.33738014,-71.08388901
926,Larceny,B2,2019,9,3,22,42.32066147,-71.07067867
975,Larceny,B2,2019,9,3,19,42.31781953,-71.06603518
976,Larceny,A1,2019,9,5,0,42.36658726,-71.06019881
982,Larceny,B2,2019,9,3,19,42.33318299,-71.08307607
989,Larceny,B2,2019,9,1,19,42.3268502,-71.08213196
993,Larceny,A1,2019,9,3,15,42.35540738,-71.06312433
1006,Larceny,D4,2019,9,3,18,42.34496729,-71.06382224
1012,Larceny,B2,2019,9,3,18,42.33044113,-71.08373481
1013,Larceny,E18,2019,8,1,9,42.24361883,-71.11989255
1026,Larceny,C11,2019,9,5,17,42.29548607,-71.05227549
1030,Larceny,A1,2019,9,3,13,42.36020464,-71.05620816
1035,Larceny,D4,2019,9,2,17,42.34044966,-71.08845935
1036,Larceny,D4,2019,9,3,0,42.34543327,-71.07739498
1040,Larceny,D14,2019,9,7,20,42.35160842,-71.14602579999999
1041,Larceny,D4,2019,9,3,16,42.3503787,-71.07626098
1045,Larceny,E18,2019,9,4,0,42.27076625,-71.10750829
1053,Larceny,E18,2019,9,3,15,42.28671034,-71.10822888
1055,Larceny,D4,2019,9,3,16,42.34666123,-71.10310722
1071,Larceny,B3,2019,9,3,15,42.27130225,-71.07442362
1074,Larceny,B2,2019,9,3,13,42.33153805,-71.08015661
1077,Larceny,D14,2019,9,3,14,42.35329808,-71.13504948
1082,Larceny,B2,2019,9,3,10,42.31116054,-71.07548091
1100,Larceny,D4,2019,9,3,13,42.33903506,-71.07504384
1102,Larceny,C6,2019,9,5,20,42.32082017,-71.06010572
1103,Larceny,D4,2019,9,3,13,42.3425571,-71.067378
1105,Larceny,A1,2019,9,3,10,42.35942556,-71.05288819
1109,Larceny,A1,2019,9,3,12,42.35272948,-71.06256291
1120,Larceny,C6,2019,9,3,12,42.35196451,-71.04611291
1126,Larceny,D4,2019,9,1,18,42.34666123,-71.10310722
1127,Larceny,A1,2019,9,3,11,42.35272948,-71.06256291
1138,Larceny,A1,2019,9,6,12,42.35241815,-71.06525499
1141,Larceny,B2,2019,9,3,11,42.31283412,-71.08974712
1155,Larceny,D4,2019,9,7,11,42.34412622,-71.09760878
1158,Larceny,C11,2019,9,3,10,42.30422176,-71.07918459
1159,Larceny,A1,2019,9,3,9,42.35285118,-71.06096412
1173,Larceny,E18,2018,3,2,8,42.26922388,-71.12085347
1181,Larceny,C6,2019,9,3,0,42.32809966,-71.06321676
1248,Larceny,A7,2019,9,2,22,42.381806,-71.02045886
1249,Larceny,A7,2019,9,2,22,42.381806,-71.02045886
1305,Larceny,B2,2019,9,2,18,42.31363297,-71.0891036
1319,Larceny,D14,2019,9,7,11,42.35126907,-71.15215623
1328,Larceny,B3,2019,9,2,16,42.27968299,-71.09286048
1329,Larceny,D4,2019,9,2,12,42.34522836,-71.08537838
1355,Larceny,D4,2019,9,2,18,42.34496729,-71.06382224
1357,Larceny,D14,2019,9,5,13,42.35216801,-71.12457096
1360,Larceny,C6,2019,9,1,7,42.33034412,-71.05695721
1367,Larceny,D4,2019,9,2,17,42.34258727,-71.07420040000001
1376,Larceny,C6,2019,9,6,11,42.33539376,-71.05212586
1382,Larceny,C6,2019,9,3,9,42.35300247,-71.0450227
1383,Larceny,E18,2019,9,2,17,42.25332979,-71.12467152
1384,Larceny,D14,2019,9,7,9,42.35048627,-71.13288438
1389,Larceny,D4,2019,9,2,16,42.34410718,-71.1018026
1391,Larceny,D14,2019,9,2,15,42.35235279,-71.13597905
1401,Larceny,B2,2019,9,6,12,42.32375515,-71.07391884
1402,Larceny,D4,2019,9,2,15,42.34496729,-71.06382224
1407,Larceny,D4,2019,9,2,16,42.34295449,-71.07628128
1414,Larceny,B2,2019,8,5,13,42.31635508,-71.06593853
1425,Larceny,C11,2019,9,1,13,42.28277895,-71.07135525
1426,Larceny,C6,2019,9,2,14,42.32809966,-71.06321676
1432,Larceny,D4,2019,9,2,14,42.33816387,-71.07461217
1435,Larceny,D4,2019,9,2,14,42.35095909,-71.0741278
1438,Larceny,D4,2019,9,2,14,42.35095909,-71.0741278
1462,Larceny,C6,2019,3,2,8,42.34747759,-71.04467675
1466,Larceny,C6,2019,9,2,3,42.33571838,-71.03025592
1469,Larceny,E18,2019,9,2,16,42.26771874,-71.11042217
1470,Larceny,D4,2019,9,2,12,42.34225888,-71.07749696
1471,Larceny,A15,2019,9,3,16,42.37836895,-71.05871896
1472,Larceny,A1,2019,9,2,11,42.3670889,-71.05481065
1474,Larceny,C6,2019,9,2,12,42.32696647,-71.06198607
1479,Larceny,C11,2019,9,2,12,42.30600262,-71.0587872
1492,Larceny,A1,2019,9,6,6,42.35332464,-71.05727637
1494,Larceny,D4,2019,5,5,14,42.34339388,-71.09849282
1498,Larceny,C6,2019,9,4,17,42.32972848,-71.05466781
1500,Larceny,B2,2019,9,2,11,42.31499803,-71.09194485
1503,Larceny,D4,2019,9,1,2,42.34372964,-71.07206985
1514,Larceny,A15,2019,9,1,0,42.37912706,-71.06122663
1525,Larceny,D4,2019,9,2,5,42.34285014,-71.06516235
1643,Larceny,B3,2019,9,1,19,42.27130225,-71.07442362
1644,Larceny,D4,2019,9,6,11,42.35264621,-71.07373272
1650,Larceny,B2,2019,9,5,17,42.31610023,-71.07523196
1661,Larceny,C11,2019,9,1,18,42.27423918,-71.06752802
1666,Larceny,A15,2019,9,1,18,42.3791344,-71.06685375
1675,Larceny,B3,2019,9,1,17,42.28079417,-71.07882205
1676,Larceny,B3,2019,9,1,17,42.2799304,-71.07411479999999
1677,Larceny,B3,2019,9,1,16,42.28029155,-71.07220576
1685,Larceny,D4,2019,9,1,17,42.34862382,-71.08277637
1689,Larceny,B3,2019,9,1,16,42.28148631,-71.07756482
1690,Larceny,B3,2019,9,1,16,42.28148631,-71.07756482
1693,Larceny,B3,2019,9,1,16,42.28148631,-71.07756482
1694,Larceny,D4,2019,9,1,15,42.34410718,-71.1018026
1707,Larceny,B3,2019,9,3,16,42.28385993,-71.08599096
1711,Larceny,D4,2019,9,1,11,42.33676619,-71.08205122
1723,Larceny,D4,2019,9,1,15,42.35059717,-71.07881031
1734,Larceny,E5,2019,9,7,12,42.26421985,-71.16298436
1743,Larceny,B3,2019,9,6,14,42.29049072,-71.07802267
1756,Larceny,D4,2019,9,5,11,42.34285014,-71.06516235
1800,Larceny,A1,2019,9,7,7,42.36110964,-71.06741369
1820,Larceny,D14,2019,9,5,11,42.35007312,-71.14108202
1825,Larceny,C11,2019,9,1,9,42.31853245,-71.05778998
1832,Larceny,D14,2019,9,6,12,42.35231069,-71.1409316
1854,Larceny,D14,2019,9,6,12,42.36105643,-71.13910599
1875,Larceny,C6,2019,9,7,15,42.33076268,-71.03795231
1912,Larceny,D14,2019,9,7,14,42.35216435,-71.12378708
1915,Larceny,C11,2019,9,7,21,42.31872369,-71.06200077
1917,Larceny,D14,2019,9,7,22,42.35785938,-71.13368353
1956,Larceny,D14,2019,9,7,11,42.35468361,-71.13474620000001
1986,Larceny,B2,2019,9,7,18,42.32347517,-71.0875019
1997,Larceny,A1,2019,7,5,0,42.35872111,-71.05781197
1999,Larceny,C11,2019,9,7,17,42.29919694,-71.06046974
2016,Larceny,B2,2019,9,5,9,42.33017987,-71.09061217
2017,Larceny,D4,2019,9,7,16,42.34150501,-71.08833674
2020,Larceny,A1,2019,9,7,15,42.35783831,-71.05795495
2046,Larceny,A1,2019,9,7,13,42.36441366,-71.05753981
2056,Larceny,B2,2019,9,7,12,42.31217254,-71.08297454
2079,Larceny,B3,2019,9,7,9,42.27683754,-71.0952644
2093,Larceny,B2,2019,9,6,22,42.31750481,-71.09661016
2121,Larceny,A1,2019,9,7,3,42.35140041,-71.06480285
2136,Larceny,A1,2019,9,7,1,42.3606447,-71.07086192
2174,Larceny,A1,2019,9,6,21,42.34852699,-71.06486875
2186,Larceny,A1,2019,9,6,20,42.36032517,-71.06663487
2205,Larceny,C11,2019,9,6,16,42.28277895,-71.07135525
2207,Larceny,B3,2019,9,6,18,42.26994732,-71.09380308
2209,Larceny,D14,2019,9,6,18,42.35237455,-71.13509584
2212,Larceny,A7,2019,9,6,18,42.37421104,-71.03918485
2224,Larceny,A1,2019,9,6,15,42.35332464,-71.05727637
2234,Larceny,A1,2019,9,6,17,42.35521625,-71.06012863
2238,Larceny,D4,2019,9,6,17,42.345182799999996,-71.10066932
2240,Larceny,D4,2019,9,6,17,42.33807331,-71.07265225
2251,Larceny,A7,2019,9,6,15,42.37421104,-71.03918485
2255,Larceny,D4,2019,9,6,16,42.34110439,-71.07181421
2267,Larceny,D4,2019,9,6,15,42.33562126,-71.07582361
2292,Larceny,C11,2019,9,6,14,42.30263978,-71.06038376
2310,Larceny,D4,2019,9,6,12,42.34496729,-71.06382224
2314,Larceny,C6,2019,9,6,12,42.34234193,-71.05633276
2333,Larceny,D4,2019,9,6,11,42.34496729,-71.06382224
2344,Larceny,A1,2019,9,6,11,42.35501985,-71.05642713
2345,Larceny,A1,2019,9,6,10,42.35501985,-71.05642713
2359,Larceny,A7,2019,8,4,13,42.37350195,-71.03458623
2364,Larceny,C11,2019,9,3,7,42.3102849,-71.06348374
2368,Larceny,C6,2019,8,5,18,42.33215502,-71.05699099
2371,Larceny,E13,2019,9,5,13,42.30492239,-71.10298073
2372,Larceny,E13,2019,9,5,13,42.30492239,-71.10298073
2414,Larceny,A1,2019,9,6,2,42.36173448,-71.06386593
2427,Larceny,C11,2019,9,5,22,42.30481467,-71.07218295
2456,Larceny,A1,2019,9,5,21,42.35521625,-71.06012863
2469,Larceny,A1,2019,9,5,21,42.36341698,-71.05442364
2474,Larceny,E5,2019,9,3,8,42.27028577,-71.16534757
2497,Larceny,E18,2019,9,5,20,42.25332979,-71.12467152
2514,Larceny,A7,2019,9,5,18,42.37620267,-71.03979926
2521,Larceny,A1,2019,9,5,18,42.36020464,-71.05620816
2556,Larceny,D4,2019,9,5,16,42.347972399999996,-71.07849582
2558,Larceny,D4,2019,9,5,16,42.34496729,-71.06382224
2560,Larceny,D14,2019,9,7,4,42.35128926,-71.14146034
2561,Larceny,A1,2019,9,5,14,42.36303798,-71.05524751
2572,Larceny,D4,2019,9,5,16,42.34813158,-71.08027002
2582,Larceny,D4,2019,9,7,0,42.34507147,-71.08057788
2583,Larceny,B2,2019,9,4,20,42.3169665,-71.08254058
2588,Larceny,A1,2019,9,5,12,42.35972137,-71.05852359999999
2589,Larceny,D14,2019,9,5,14,42.35973903,-71.13678784
2591,Larceny,D14,2019,9,5,15,42.35085371,-71.13125747
2595,Larceny,B2,2019,9,5,15,42.33744152,-71.10428096
2607,Larceny,C6,2019,9,5,14,42.32696647,-71.06198607
2609,Larceny,A1,2019,9,5,1,42.35521429,-71.06206351
2610,Larceny,D4,2019,9,5,14,42.34496729,-71.06382224
2611,Larceny,B2,2019,9,5,12,42.32572097,-71.08220072
2612,Larceny,A1,2019,9,5,12,42.36489527,-71.06050249
2622,Larceny,D4,2019,9,5,13,42.34646505,-71.07070436
2636,Larceny,D4,2019,9,6,22,42.33311189,-71.0727637
2638,Larceny,B3,2019,5,2,11,42.27882383,-71.09777223
2645,Larceny,D4,2019,9,5,8,42.34597769,-71.08392801
2698,Larceny,A1,2019,9,5,9,42.35512339,-71.0608798
2744,Larceny,D4,2019,9,5,1,42.34416701,-71.10359107
2760,Larceny,A1,2019,9,4,22,42.35654108,-71.05982953
2767,Larceny,B2,2019,9,4,22,42.32982858,-71.07466895
2777,Larceny,B2,2019,9,4,14,42.33123776,-71.09140736
2787,Larceny,C6,2019,9,4,21,42.32809966,-71.06321676
2794,Larceny,D4,2019,9,4,20,42.34813158,-71.08027002
2803,Larceny,B2,2019,9,4,20,42.3169665,-71.08254058
2811,Larceny,D4,2019,9,4,9,42.34044966,-71.08845935
2813,Larceny,D4,2019,9,3,0,42.34828759,-71.07891773
2820,Larceny,D4,2019,9,4,19,42.34932471,-71.08014801
2833,Larceny,D14,2019,9,4,19,42.3490821,-71.15301633
2837,Larceny,B3,2019,9,4,18,42.29812402,-71.07589794
2843,Larceny,B3,2019,9,4,18,42.27968299,-71.09286048
2850,Larceny,C11,2019,9,4,16,42.30288397,-71.06918798
2856,Larceny,C6,2019,9,7,14,42.33142637,-71.03820913
2886,Larceny,D4,2019,9,1,14,42.3414751,-71.08495034
2915,Larceny,E5,2019,9,4,14,42.27417433,-71.1603713
2923,Larceny,E18,2019,9,4,13,42.26701085,-71.12096171
2929,Larceny,C11,2019,9,4,13,42.29131613,-71.07170293
2950,Larceny,C6,2019,8,5,11,42.34747759,-71.04467675
2965,Larceny,E18,2019,9,2,17,42.28544884,-71.11055934
2967,Larceny,E5,2019,9,4,12,42.26623736,-71.16843346
2985,Larceny,D4,2019,9,4,12,42.33438722,-71.07958852
2993,Larceny,D4,2019,9,4,11,42.33401829,-71.07638124
2994,Larceny,D4,2019,9,4,11,42.33401829,-71.07638124
3000,Larceny,A1,2019,9,2,17,42.36658726,-71.06019881
3014,Larceny,D4,2019,9,4,9,42.34640381,-71.07551289
3035,Larceny,A1,2019,9,2,12,42.34997256,-71.06348817
3040,Larceny,A1,2019,9,4,8,42.35678908,-71.05652771
3050,Larceny,C6,2019,9,5,20,42.33313016,-71.05145759
3134,Larceny,B3,2019,9,3,17,42.27130225,-71.07442362
3135,Larceny,D14,2019,8,5,15,42.3459911,-71.17028987
3143,Larceny,E13,2019,9,3,11,42.30270805,-71.11449114
3144,Larceny,E13,2019,9,3,15,42.308707299999995,-71.10821451
3150,Larceny,B3,2019,9,3,19,42.26817397,-71.09387677
3157,Larceny,C11,2019,9,3,17,42.31544307,-71.059799
3166,Larceny,C11,2019,9,3,19,42.30889362,-71.07410474
3168,Larceny,A1,2019,9,3,19,42.35099438,-71.06645588
3170,Larceny,C11,2019,9,3,8,42.31669234,-71.06209904
3171,Larceny,B2,2019,9,3,15,42.33123776,-71.09140736
3176,Larceny,D4,2019,9,3,18,42.35141082,-71.07920855
3182,Larceny,D14,2019,9,3,17,42.35657707,-71.14883784
3191,Larceny,D4,2019,9,3,15,42.34980175,-71.07840978
3195,Larceny,A1,2019,9,3,17,42.36020464,-71.05620816
3202,Larceny,A1,2019,9,3,17,42.35512339,-71.0608798
3208,Larceny,C6,2019,9,6,0,42.35325379,-71.04872409999999
3213,Larceny,E5,2019,9,3,16,42.27685989,-71.13757584
3219,Larceny,D14,2019,9,3,15,42.34984183,-71.13678902
3251,Larceny,B3,2019,9,3,14,42.28187061,-71.08751152
3269,Larceny,D4,2019,7,2,14,42.34410718,-71.1018026
3271,Larceny,C6,2019,9,3,13,42.33731438,-71.04852327
3273,Larceny,D4,2019,9,3,13,42.35237073,-71.07227173
3296,Larceny,B3,2019,9,3,12,42.28187061,-71.08751152
3329,Larceny,A1,2019,9,3,9,42.35426247,-71.05883334
3351,Larceny,D4,2019,8,2,13,42.34674238,-71.08970931
3359,Larceny,A1,2019,9,3,9,42.35521625,-71.06012863
3401,Larceny,C6,2019,9,2,12,42.32648547,-71.05487817
3403,Larceny,D4,2019,9,3,4,42.33511904,-71.0749171
3430,Larceny,C11,2019,9,2,23,42.32004176,-71.06104118
3449,Larceny,D4,2019,9,2,20,42.34439568,-71.08632016
3452,Larceny,C11,2019,9,2,20,42.27357721,-71.06770429999999
3477,Larceny,B3,2019,9,5,11,42.29557336,-71.07584328
3478,Larceny,B2,2019,9,2,18,42.31847226,-71.08409289
3484,Larceny,C11,2019,9,2,18,42.27357721,-71.06770429999999
3490,Larceny,A1,2019,9,1,18,42.35131095,-71.06030942
3503,Larceny,A1,2019,9,2,15,42.35997967,-71.05474135
3523,Larceny,D4,2019,9,2,14,42.34980175,-71.07840978
3526,Larceny,D4,2019,9,2,15,42.34862382,-71.08277637
3545,Larceny,D14,2019,9,7,13,42.35042708,-71.13496065
3548,Larceny,E13,2019,9,2,16,42.29488322,-71.11501506
3551,Larceny,C6,2019,9,2,15,42.33408297,-71.0462535
3556,Larceny,E13,2019,9,4,16,42.32609148,-71.1049222
3561,Larceny,A1,2019,9,2,16,42.3483823,-71.0638195
3567,Larceny,D4,2019,9,2,15,42.34840576,-71.08688339
3569,Larceny,B3,2019,9,2,14,42.27130225,-71.07442362
3593,Larceny,D4,2019,9,2,11,42.33816387,-71.07461217
3613,Larceny,A1,2019,9,2,13,42.365582399999994,-71.0608703
3625,Larceny,D4,2019,9,2,6,42.34877575,-71.09606805
3635,Larceny,E18,2019,9,2,11,42.25592648,-71.12317207
3655,Larceny,D14,2019,8,5,14,42.33970952,-71.15175699
3661,Larceny,A1,2019,9,2,10,42.35512339,-71.0608798
3677,Larceny,B3,2019,8,5,0,42.27282972,-71.09560402
3703,Larceny,A1,2019,9,2,3,42.35450139,-71.05916774
3719,Larceny,D4,2019,9,2,0,42.34862382,-71.08277637
3743,Larceny,D4,2019,9,1,22,42.34255587,-71.09807867
3753,Larceny,A1,2019,9,6,14,42.3606447,-71.07086192
3755,Larceny,A1,2019,9,1,11,42.3606447,-71.07086192
3766,Larceny,C11,2019,9,1,15,42.29549707,-71.07211394
3791,Larceny,D4,2018,10,1,0,42.33675016,-71.07662788
3798,Larceny,E18,2019,9,4,11,42.26106235,-71.11399617
3804,Larceny,D4,2019,9,1,17,42.34813158,-71.08027002
3809,Larceny,B2,2019,9,1,18,42.33153509,-71.09534648
3812,Larceny,D4,2019,9,1,17,42.34840576,-71.08688339
3813,Larceny,A1,2019,9,1,17,42.3603996,-71.05482846
3819,Larceny,C11,2019,9,4,18,42.30506946,-71.07633253
3824,Larceny,D14,2019,9,1,17,42.35367861,-71.13819856
3830,Larceny,D14,2019,9,6,18,42.34856518,-71.13136555
3841,Larceny,C11,2017,8,3,0,42.30060526,-71.05923027
3843,Larceny,C11,2018,5,4,0,42.31526714,-71.0630687
3844,Larceny,C11,2018,3,5,0,42.29110848,-71.06281101
3845,Larceny,B3,2018,3,4,0,42.30132851,-71.07870873
3851,Larceny,D4,2019,9,6,11,42.34440738,-71.07081091
3852,Larceny,D4,2019,9,7,1,42.34717363,-71.0964439
3860,Larceny,B2,2019,9,1,16,42.31735472,-71.06582970000001
3871,Larceny,A15,2019,9,3,12,42.37864908,-71.05951276
3872,Larceny,D14,2019,9,2,0,42.34425779,-71.14383621
3874,Larceny,B2,2019,9,5,7,42.30649283,-71.08180677
3888,Larceny,C11,2019,9,1,14,42.30470458,-71.06969889
3910,Larceny,A1,2019,9,7,21,42.36122324,-71.06593235
3926,Larceny,B2,2019,9,7,18,42.33402461,-71.09039049
3937,Larceny,D4,2019,9,1,5,42.35095909,-71.0741278
3947,Larceny,A1,2018,1,1,7,42.35613296,-71.05663451
3966,Larceny,C6,2019,9,1,8,42.33553188,-71.04769502
3972,Larceny,C6,2019,9,5,6,42.33574249,-71.05309125
3981,Larceny,D4,2019,9,1,6,42.34334672,-71.06643142
4002,Larceny,B2,2019,9,1,1,42.32217348,-71.08506711
4027,Larceny,D14,2019,9,6,13,42.35232814,-71.12603095
4073,Larceny,C11,2019,9,7,19,42.30889362,-71.07410474
4080,Larceny,B3,2019,9,7,19,42.29278843,-71.08851888
4082,Larceny,A1,2019,9,7,18,42.35512339,-71.0608798
4086,Larceny,C6,2019,9,7,16,42.35265112,-71.04757739
4100,Larceny,A7,2019,9,7,15,42.37248334,-71.03752375
4102,Larceny,C11,2019,9,7,15,42.28581121,-71.07115483
4116,Larceny,A1,2019,9,6,2,42.35331987,-71.06102314
4120,Larceny,D14,2019,9,7,15,42.3499624,-71.14762531
4123,Larceny,C11,2019,9,7,14,42.28865167,-71.06415608
4124,Larceny,A1,2019,9,7,16,42.35521625,-71.06012863
4125,Larceny,D4,2019,9,7,14,42.35157076,-71.07186599
4127,Larceny,D4,2019,9,7,16,42.347972399999996,-71.07849582
4140,Larceny,B2,2019,9,7,14,42.31127726,-71.08909334
4144,Larceny,E13,2019,9,7,14,42.30793484,-71.11065094
4150,Larceny,B3,2019,9,7,12,42.26820198,-71.09367344
4154,Larceny,A1,2019,9,7,13,42.35512339,-71.0608798
4155,Larceny,D4,2019,9,6,18,42.34451294,-71.08049717
4165,Larceny,B2,2019,9,5,12,42.33153509,-71.09534648
4181,Larceny,A15,2019,9,5,12,42.37210255,-71.05925769
4192,Larceny,D4,2019,9,7,8,42.34496729,-71.06382224
4196,Larceny,A1,2019,9,7,3,42.35066174,-71.06602232
4197,Larceny,A1,2019,9,7,3,42.35066174,-71.06602232
4199,Larceny,E18,2019,9,7,8,42.25511703,-71.12423991
4273,Larceny,D4,2019,9,6,21,42.34439568,-71.08632016
4274,Larceny,D14,2019,9,6,22,42.34937839,-71.13249037
4288,Larceny,B3,2019,9,6,21,42.28082671,-71.09754718
4291,Larceny,A1,2019,9,6,20,42.35450139,-71.05916774
4308,Larceny,A15,2019,9,6,19,42.37824004,-71.0604344
4309,Larceny,A1,2019,9,6,19,42.35897759,-71.05702371
4321,Larceny,D4,2019,9,3,14,42.34587157,-71.08938851
4339,Larceny,E5,2019,9,6,16,42.26623736,-71.16843346
4341,Larceny,D4,2019,9,6,14,42.34655458,-71.08766985
4342,Larceny,A7,2019,9,6,16,42.37172932,-71.03899985
4358,Larceny,A1,2019,9,6,15,42.35680075,-71.05893025
4399,Larceny,E18,2019,9,5,12,42.25601760000001,-71.12578447
4400,Larceny,D14,2019,9,6,11,42.35343384,-71.13786355
4405,Larceny,A7,2019,9,5,19,42.37987589,-71.03171809
4491,Larceny,D14,2019,9,5,23,42.35343384,-71.13786355
4496,Larceny,B3,2019,9,5,22,42.30082268,-71.08589873
4515,Larceny,B2,2019,9,5,21,42.31521134,-71.08783592
4520,Larceny,C11,2019,9,5,19,42.30648026,-71.06675783
4551,Larceny,D4,2019,9,5,18,42.35095909,-71.0741278
4553,Larceny,A1,2019,9,5,18,42.35698857,-71.06084937
4560,Larceny,E13,2019,9,3,12,42.30530021,-71.10799766
4565,Larceny,C6,2018,8,3,0,42.333570200000004,-71.04826456
4569,Larceny,C11,2019,9,5,17,42.31935305,-71.05592602
4574,Larceny,D4,2019,9,5,18,42.34186952,-71.0837219
4579,Larceny,D4,2019,9,5,15,42.34813158,-71.08027002
4587,Larceny,B3,2019,9,5,17,42.29350272,-71.07344862
4598,Larceny,A1,2019,9,5,17,42.35512339,-71.0608798
4599,Larceny,D4,2019,9,3,14,42.34840576,-71.08688339
4606,Larceny,C11,2019,9,5,16,42.30511791,-71.08019088
4615,Larceny,D4,2019,9,5,16,42.34840576,-71.08688339
4631,Larceny,B2,2019,9,5,16,42.32492328,-71.08069053
4633,Larceny,A1,2019,9,5,15,42.35645514,-71.06956975
4663,Larceny,D4,2019,9,5,13,42.34429666,-71.07609437
4686,Larceny,D14,2019,9,4,12,42.34591175,-71.13842377
4689,Larceny,A1,2019,9,3,3,42.35988372,-71.06016189
4698,Larceny,E13,2019,9,3,13,42.30581531,-71.109627
4706,Larceny,D14,2019,9,6,0,42.35315862,-71.13289373
4838,Larceny,A1,2019,9,4,22,42.36303798,-71.05524751
4847,Larceny,C6,2019,9,4,19,42.34556623,-71.05151508
4866,Larceny,C6,2019,9,4,18,42.33482917,-71.04705015
4868,Larceny,D4,2019,9,4,20,42.34840576,-71.08688339
4869,Larceny,D4,2019,9,4,15,42.34241506,-71.09521114
4886,Larceny,D4,2019,9,4,19,42.35521625,-71.06012863
